id;Response
291262;0
214821;1
209952;0
239088;0
24296;0
81483;0
220167;1
184866;1
76694;0
160560;0
59812;1
348263;1
170814;1
83785;1
206186;1
32868;0
359875;0
95051;0
223297;0
305869;1
310331;0
377610;0
57295;1
364239;1
261732;1
347086;0
354637;0
381067;1
210190;1
320513;0
356775;1
109990;1
53087;1
381087;1
328996;0
339997;0
161240;0
160087;1
85735;0
57184;0
213832;0
324846;1
372626;0
134140;1
215356;1
180165;0
69182;0
341470;1
54339;0
372068;1
198141;0
230695;1
20971;1
248535;1
58805;0
196106;0
52895;0
177467;1
198855;1
247733;0
210176;1
149584;1
166519;0
6504;1
3593;0
98869;0
302510;0
160339;0
86394;0
104859;0
202652;0
224475;1
251277;0
15804;1
3980;0
267319;1
88657;1
288161;1
319754;1
48316;1
339005;0
143319;0
216497;0
75155;0
212866;0
262057;0
87292;1
187810;1
325560;0
293105;1
79505;1
239156;0
342437;0
52300;0
46941;0
130888;0
306592;1
92935;1
178145;0
373577;0
70771;0
164884;1
123580;0
359769;0
263904;1
20940;1
53632;0
36860;1
142737;1
374557;1
83625;0
51239;1
169173;1
283075;1
96640;0
309723;0
16635;0
326911;0
245875;0
149046;0
330970;1
287454;1
91480;0
232732;1
82456;1
22968;0
139467;0
344325;0
316030;0
127833;1
131472;1
158289;0
379205;0
173136;0
264416;1
339081;0
4893;0
251386;1
91721;0
151574;0
176686;0
149315;0
2761;1
320527;1
248395;1
50636;1
249936;0
318449;0
349792;0
137046;0
166930;1
375374;0
185280;1
166580;0
221508;1
112773;0
338045;1
225272;1
193960;1
105682;1
361889;1
321855;1
293917;1
236205;1
137428;1
17199;1
51638;1
244269;1
124707;1
228506;1
19222;0
370081;0
127525;0
958;0
351882;1
58216;1
321797;1
361902;0
202938;1
139010;1
270212;0
311145;1
232797;0
110242;0
111964;0
74304;0
259802;0
134751;1
217733;1
332045;1
13866;1
147651;1
61158;1
209261;0
322530;1
185109;1
65213;0
157332;0
295000;1
145083;1
215050;0
334133;1
146020;1
174126;1
371330;0
205208;0
55747;1
379650;1
903;0
130088;1
84799;0
196809;1
139377;0
160360;0
237874;1
289845;1
149672;1
345312;0
88812;0
10876;0
121657;1
327159;1
2270;1
162416;1
275940;1
174411;0
89054;0
268216;1
341170;1
319408;0
192097;1
351971;1
347065;1
26151;1
92703;0
109030;1
287275;0
185583;0
308347;0
176497;1
47985;1
15840;0
276721;0
61350;0
349545;0
131204;0
242942;1
67663;0
74970;1
356269;0
164332;0
321666;1
151571;0
237744;0
316710;1
335651;0
92972;0
82679;0
143898;1
214865;0
232650;0
366637;0
66947;0
155774;1
256166;0
187504;0
315148;0
357554;0
234724;0
49687;0
143671;1
235659;1
182762;1
364260;0
159534;0
242604;1
104981;1
241011;0
262615;1
375447;1
174727;0
71537;0
88449;0
61838;1
289875;0
281518;1
30316;0
113894;0
142129;1
63698;0
314337;1
104790;1
49096;0
216514;0
316523;1
169916;0
162218;1
104000;0
321800;0
134339;1
235258;1
77576;0
354592;1
254283;0
223305;0
75343;0
46461;1
82460;1
301374;0
281779;1
338187;0
299471;0
26895;0
64373;0
98024;0
361044;0
48905;1
311239;0
202558;0
252510;1
372371;0
147725;1
36938;0
334828;0
195866;1
90205;0
287924;0
314376;0
114968;0
264110;0
231896;1
336024;0
192219;1
119848;0
15956;0
104128;1
56537;1
376579;0
287199;1
264143;1
110002;1
219545;0
166690;0
281701;0
189029;0
344988;0
33137;1
60618;0
223929;1
305564;1
199724;1
358482;0
356034;0
170303;0
108149;1
224969;0
241075;1
31688;1
257959;1
157583;0
150942;0
228326;1
19572;0
94163;1
199004;0
325620;0
299424;0
214767;1
201020;1
321336;0
28864;1
92139;0
261098;0
325291;1
191583;1
149770;0
92951;1
327508;1
370100;1
161728;0
178287;0
81123;0
229243;1
225911;0
73899;0
94230;0
298266;0
116186;1
367912;0
188369;0
84713;1
123467;1
217545;1
146534;1
371502;0
136579;0
229494;0
34681;0
27156;1
251466;1
362420;1
146817;1
173517;1
5117;1
266319;1
350895;0
213081;1
213375;0
131769;1
104644;0
328733;0
208789;0
137091;0
91064;1
113462;0
42637;1
129790;0
351988;0
111122;0
311825;1
356481;1
271475;0
146302;0
54674;1
42516;1
193437;0
36016;1
198176;0
28598;1
170636;1
43578;1
109381;1
238240;1
287394;0
52176;1
152528;0
42355;1
87494;0
280979;1
82099;1
207072;0
375259;0
108783;0
41205;0
40273;1
352973;0
274083;1
201967;0
363012;0
305406;0
309458;0
141250;0
136230;0
352490;1
146559;1
346834;0
28826;1
85567;1
23459;0
71187;1
154559;0
101419;1
168754;1
292912;0
353994;1
169082;1
4094;1
107993;0
46377;1
179687;0
203440;0
52954;1
188304;1
245480;1
246919;0
46878;1
174678;1
111899;1
60762;1
168687;0
213171;1
66118;0
173835;0
4276;1
270327;0
80679;1
66393;0
141612;0
244537;1
283214;1
245776;1
142939;0
10149;1
301087;0
234373;0
34823;1
345503;0
265619;0
61380;1
159259;0
183939;1
98910;1
9227;1
60434;1
88651;0
356205;0
379474;0
325018;0
117164;1
314922;0
355034;0
181268;0
201501;1
180770;1
349622;1
354459;1
338563;0
128512;0
143333;0
217791;0
5647;0
135404;1
298605;0
147613;0
254327;1
82823;1
5988;1
346770;1
223313;0
347552;0
280696;1
255480;1
296885;1
170207;0
95611;1
89015;0
164611;0
339377;1
106287;1
14473;1
75065;1
263529;0
80259;1
310227;0
242263;0
257832;1
369662;0
71608;1
18914;0
217798;0
225036;0
143391;0
203574;1
80779;0
268857;0
76756;0
22416;0
213115;1
40386;0
85477;0
35146;0
219192;1
264630;1
77197;0
313577;0
198418;1
326579;0
324965;0
234201;0
59210;1
12890;0
10293;1
68711;0
183041;0
370110;1
17667;0
188076;1
7411;0
246353;0
78032;1
334766;0
328517;0
223032;1
274661;0
84415;1
1811;0
128644;1
230447;0
88550;1
6313;0
290523;0
132658;0
308763;1
60516;1
233225;1
339223;1
265391;1
216115;0
224180;1
27857;0
205749;1
313060;0
287804;1
351127;1
374179;1
274013;0
322538;1
47043;0
151272;1
330237;0
155777;1
2467;1
340012;1
7000;0
136723;1
15018;0
40752;0
116532;0
156489;0
205895;1
333400;1
261069;0
275732;1
150248;0
69147;1
309174;1
149667;0
164664;0
116593;1
130450;1
378162;0
87437;1
310110;1
297020;1
29223;1
49548;0
309274;1
12241;0
339215;0
350048;0
353458;0
16610;1
52656;0
114305;1
145424;1
59201;0
65175;1
207260;1
148000;0
277215;0
203037;0
255800;0
127639;0
241703;0
88390;0
109273;0
60193;0
29748;0
380954;0
293314;1
257587;1
289531;0
234023;1
287112;0
308206;1
59340;1
291771;0
123307;0
215387;0
157588;1
38154;0
269108;1
91031;0
211058;0
108725;0
333640;0
283916;0
287250;0
7751;0
367139;1
305717;1
359689;0
91144;0
331418;1
117346;0
160123;0
300942;1
336335;0
24653;0
129001;1
311385;1
229850;1
122988;1
172404;1
322633;1
257163;1
53649;1
85259;1
123293;0
327016;1
270812;1
118914;0
339103;0
86993;0
130890;0
67556;0
151218;1
30295;0
170628;0
174920;1
38099;0
301170;1
64173;0
76658;0
244196;0
327445;1
202804;1
261982;0
207003;0
169729;0
216352;0
272612;0
190443;1
32826;0
276600;1
134858;0
270721;0
37701;0
326356;1
181964;1
164093;1
199239;0
278345;1
282092;1
379329;1
279598;1
188572;1
280949;0
349512;1
308074;0
130072;0
307732;0
115418;0
171013;1
88480;0
183049;0
142079;1
58678;0
268333;1
112307;0
221225;0
103009;0
282306;0
318584;0
19459;1
182772;0
184394;1
222623;1
129544;0
121878;0
43049;1
248070;0
252370;1
247203;1
213730;1
182151;0
318558;0
38684;1
34114;0
88442;1
73487;0
235880;0
39321;0
271545;1
82071;0
156642;1
371559;1
277689;1
348873;0
174017;1
150027;0
18023;0
178157;0
335809;1
213161;1
342347;0
316802;1
186414;1
67316;1
351351;0
271540;0
309411;1
233859;1
171036;1
343116;1
257742;0
350595;1
106284;1
3724;0
100325;0
298804;0
236167;0
332079;1
153442;0
70225;1
366133;0
89128;0
126698;1
198270;0
308179;1
269686;0
100290;1
377091;0
36047;1
184997;0
101704;1
247964;0
169546;1
271864;0
33087;0
168138;1
241272;0
78149;1
214558;0
91251;1
305283;1
124923;1
63165;0
184555;0
174725;0
106447;0
332548;0
355544;0
323468;0
172067;0
83014;1
285117;0
161692;0
186145;1
287211;1
202510;0
353084;0
174318;0
149377;1
379925;0
350990;0
247947;1
362259;0
56347;1
28125;1
47264;0
223009;1
161461;1
141605;1
142978;1
224955;1
39528;1
363420;0
255086;0
242005;1
80048;0
244124;1
346182;1
3902;1
366099;0
246895;1
22187;1
200938;1
317938;1
267245;1
233669;1
334146;1
307475;0
197756;1
295318;0
277410;0
200751;0
244144;1
181532;1
191649;0
29777;1
306904;0
111292;1
323351;0
215071;1
28811;0
338235;1
363318;1
173242;1
134455;1
94915;0
360746;0
212075;0
242897;1
56072;0
122757;0
260658;1
340491;0
79686;1
241724;1
185085;0
282320;1
1829;1
246940;0
188733;1
133574;0
199080;0
74070;0
68662;1
97017;1
311937;1
86111;0
233832;0
252824;1
293528;0
240216;1
374700;0
207378;1
350904;0
287901;1
311958;1
76916;0
369082;1
31112;0
125197;0
82933;0
117101;1
15330;0
217643;1
4567;0
68758;0
208974;1
148162;1
242568;1
261462;0
169218;0
21016;0
266659;1
327748;1
62570;1
211066;0
364958;0
332939;1
273958;1
41600;1
259103;1
261520;1
229724;1
312169;0
56215;1
7487;0
75493;1
278012;1
191666;1
247588;1
39931;0
178473;1
110136;1
339286;1
203910;0
64232;1
111548;0
45;0
229186;1
5731;0
67283;0
49639;1
352076;1
313459;1
297771;1
65527;0
172063;0
372790;0
160427;0
266316;1
172349;1
141430;0
135724;0
246108;1
230148;0
96924;1
14572;0
52648;1
110828;1
246483;0
120719;0
66109;1
228373;1
130228;0
177923;1
32482;0
312769;1
341098;0
292537;1
11271;0
186012;1
170456;1
110580;1
203832;1
251236;1
187956;0
246354;0
187202;0
130055;1
164761;0
325462;1
108240;1
54638;1
14652;0
39182;0
33721;1
296541;0
210104;1
309079;0
107221;0
85301;0
139665;0
376364;0
332723;0
302119;1
65838;0
337906;1
307983;0
369755;0
88173;1
92010;0
132720;0
149915;0
141802;0
51854;0
61280;0
137016;1
63905;1
354634;0
212988;1
284756;0
352181;1
159327;0
207743;0
150285;0
183902;1
32428;0
153988;0
260836;0
363518;1
41213;1
284463;0
230301;0
266379;1
352845;0
239528;0
248469;0
191655;0
158376;1
224989;0
148748;0
125396;1
349508;1
13877;0
65509;1
238013;1
16049;1
375867;0
98302;0
2345;1
282138;1
240425;0
321630;0
200046;1
301036;0
373993;1
146166;0
26669;0
262740;0
185310;1
152200;1
281065;0
186354;1
123457;1
255933;1
331542;1
277674;0
299748;1
311989;1
293550;1
160941;0
223407;1
22349;1
269497;1
31608;1
44934;1
240456;0
221920;1
331252;1
165954;1
129615;1
67397;0
182791;0
173082;1
373839;1
23263;0
274161;1
243252;1
289522;0
229017;1
350545;0
229245;1
258959;0
103905;1
331823;1
21468;1
280263;1
118011;0
229824;0
246972;1
271786;1
278504;1
55974;0
52396;1
210128;0
30950;1
166895;1
109478;0
225849;1
248734;1
220248;0
163930;0
226404;0
209086;0
17948;0
117880;0
220211;0
157477;1
585;1
301151;1
3122;0
380969;0
186106;1
237027;0
246662;0
103200;1
315808;1
216918;0
48208;0
6121;0
350019;1
19507;0
218424;1
25672;1
287698;0
225226;0
41187;0
325860;1
134879;0
71523;1
236400;0
83861;0
377558;0
75418;0
184818;1
283918;0
36131;1
248158;1
266801;0
105295;0
362557;1
81254;1
94664;1
359276;0
94577;1
230553;1
374367;0
253506;1
271549;0
161111;1
354024;0
188089;1
42726;0
49637;1
219725;1
218915;0
373333;0
360308;1
197443;1
150738;0
209372;1
348215;1
109108;0
16222;1
33146;1
356388;0
120497;1
166318;1
32020;0
197915;0
22339;0
266686;0
342251;1
191671;1
306071;1
162476;1
222562;0
52408;0
306703;0
62499;0
5182;1
145463;0
210215;1
319925;0
339892;1
331271;0
253979;1
250766;0
182287;0
39134;0
332034;0
360576;1
349502;1
317997;1
246992;0
119398;1
271410;0
128780;0
310540;0
261918;0
174377;1
232248;1
263875;0
339760;1
236743;1
346951;1
156067;1
181110;0
228913;1
98516;0
51835;1
105468;0
62431;0
380925;1
182431;0
250304;0
15039;0
235086;1
319196;1
37418;1
105040;0
355835;0
288340;1
149264;1
74429;0
269051;1
166175;0
141131;0
375191;1
156256;0
356821;1
304970;1
126163;1
360108;1
29965;0
125461;1
304776;0
92939;0
170202;1
274886;0
76227;0
136729;1
75960;0
272817;1
248647;0
34547;1
52253;1
220702;0
55605;0
230809;1
56819;0
40695;0
377392;1
227032;0
327035;0
349682;1
362949;1
165413;0
322288;1
379994;0
2569;1
110061;0
151873;1
378020;0
244945;0
240831;0
279697;1
353155;0
123197;0
21811;1
118214;1
328540;1
210922;0
189910;1
326095;1
371104;0
71244;0
147767;1
90293;0
339660;0
131540;1
87562;0
178719;0
278695;1
379903;1
333662;0
243579;0
336533;1
122489;1
204622;0
373089;1
216629;0
302953;0
31020;0
124524;1
166664;1
11150;1
373106;1
16022;1
204121;0
289991;0
1309;1
102342;0
141703;1
69436;1
1479;1
179423;0
124757;0
96445;1
190373;0
357011;0
86245;0
40001;1
157781;0
260131;1
371159;0
133717;0
139916;1
114353;0
84005;0
94694;0
50229;0
257705;1
274922;0
155510;0
255650;1
24381;1
70374;0
297218;0
267918;0
132712;1
124749;1
266910;1
35926;0
25584;1
43642;1
26916;1
207888;1
289560;1
41445;0
161300;0
380090;0
51134;1
69466;1
53564;1
311877;1
29655;0
143166;1
191249;1
49931;0
275450;1
193569;1
11272;1
252859;0
151590;1
78813;0
220783;0
265738;0
82963;0
74667;1
138948;1
42480;1
115406;0
265798;1
326876;0
312424;0
99869;1
6865;0
380410;0
349637;1
307965;0
360880;0
171508;0
252448;0
50209;1
163773;0
202956;0
190543;0
237505;1
219883;0
123991;0
302684;0
8552;0
187311;0
101040;0
320205;0
253606;0
327892;0
183856;1
378454;1
182531;0
301294;0
335893;0
1191;1
196598;0
37447;1
185509;1
112614;1
56828;0
180161;1
23573;0
166183;0
269906;1
18661;0
322156;1
127052;1
24964;1
33718;0
178487;0
161496;1
131490;1
105533;0
52486;0
174394;1
156486;1
50714;1
314579;0
374850;1
40135;0
187128;1
82821;1
230294;1
101740;0
332342;1
267159;0
179636;0
263480;0
322839;0
259972;0
360130;0
367648;0
166810;0
105125;1
317237;0
149029;1
49223;1
98503;1
77543;1
292639;0
145333;1
20283;1
97191;1
211766;1
191322;0
367730;1
100944;1
150338;0
157880;0
47012;0
202554;1
102815;1
180828;1
105659;0
322753;1
150664;0
24805;0
164117;0
191988;1
179171;0
69920;0
142636;0
338829;1
286102;1
183922;1
339773;0
1675;1
229419;0
173187;0
98850;0
306451;1
263913;1
108118;1
307218;0
321467;1
513;1
264102;0
2786;0
300447;0
211242;0
309562;0
136055;1
1849;1
355608;0
362901;1
52928;0
95520;1
226647;0
284861;1
234580;0
188170;0
1998;1
314517;1
178575;1
60627;0
246742;1
295146;0
17392;0
306915;0
138965;1
43456;1
337024;1
31896;0
361553;1
284032;1
322326;0
291981;0
90466;1
215140;1
226974;1
292376;1
184576;0
75429;0
103194;1
357238;1
352952;0
111686;1
80120;0
147820;1
200672;1
43802;1
50927;1
251869;0
45000;1
47578;1
16942;0
284453;0
56028;0
269004;0
209148;0
144200;0
180669;0
150679;0
146787;0
43716;0
169384;0
79;1
97677;0
220895;0
36698;1
352288;1
188602;1
362020;0
209684;0
100164;1
108170;1
248140;1
48451;1
268927;0
343758;1
110547;1
237387;1
57442;0
150150;0
11548;0
242836;0
194739;0
302477;0
162901;0
182645;0
207522;0
20169;1
193153;1
372408;1
171804;1
244552;0
55233;1
111875;1
116904;1
237813;0
287201;1
153479;0
378950;1
290559;1
131368;1
13092;0
194860;0
83204;0
299333;1
376096;1
27806;1
170397;1
138955;1
164860;1
302759;0
19729;0
256042;0
166563;1
46175;0
164120;1
257992;1
150924;1
287780;0
226878;1
83881;0
101417;0
311064;1
233714;0
362985;0
347313;1
249905;1
71283;0
17229;0
137342;1
107239;1
204171;1
224036;0
40310;0
58212;0
259833;1
186167;0
49129;0
207124;0
218846;0
343834;1
253749;1
151167;0
272654;1
82620;0
76470;1
109517;0
197254;0
73047;1
241606;0
310639;1
290112;1
330557;1
231531;0
116589;0
35806;0
193741;0
47995;0
15157;0
166530;1
270513;0
190862;0
315640;1
127536;1
330617;0
14992;1
84114;1
194380;1
56420;0
69506;0
58354;0
220032;0
48651;1
258627;1
31039;0
66383;0
245651;0
265587;0
42018;1
71601;1
21284;1
145729;0
185734;1
153514;0
3786;0
271430;0
327394;0
79242;1
310006;0
168200;1
234616;1
256765;0
169485;1
68466;0
185752;1
354517;0
119881;0
201193;0
372958;0
292574;1
233717;1
171768;0
156036;0
178779;1
239029;0
360751;1
191364;1
374059;0
313555;1
288419;0
116632;0
229682;1
153925;1
99571;0
116302;0
212080;0
362789;0
204265;1
110114;1
19785;1
347990;0
105804;0
35385;1
369836;1
223348;0
312531;0
172983;1
158235;1
59796;0
22;1
137182;0
361127;1
317530;0
367027;0
195826;1
301100;1
269003;0
127117;0
328969;1
313600;1
114341;0
369922;0
253405;0
256118;1
21071;1
173757;1
121455;1
14605;1
70223;1
156779;1
157786;0
95610;0
142794;1
134594;0
132234;0
2965;0
346518;0
142383;0
106082;1
189807;1
91810;0
116668;0
28102;0
348553;0
30136;0
104885;0
180723;1
333983;1
308751;0
291639;0
127949;1
64080;1
56463;0
192358;1
102936;0
270875;1
363052;1
283189;1
208260;0
87113;0
143756;1
306636;1
342171;1
54020;1
344831;1
345186;0
255314;1
38197;0
291058;1
102212;1
63624;1
155323;0
291493;0
123291;1
268378;1
267113;0
32239;0
134669;0
160397;0
197877;0
289189;1
87373;1
306260;0
155291;0
232088;1
17620;1
309456;1
32625;1
250303;1
44722;0
261204;0
157878;1
291348;0
218061;1
79193;1
305144;1
5381;0
14678;0
298920;0
183885;1
218582;0
103778;0
299574;0
92303;1
354767;1
59385;1
341881;0
332592;0
143591;0
206357;1
364464;0
171055;0
80134;0
257034;1
267385;0
76639;0
357791;0
68070;1
287634;1
302455;0
245734;1
319436;1
185435;0
76616;0
45063;0
68736;1
357160;0
337261;1
134684;0
339898;1
256568;0
312817;0
259953;1
115080;0
85280;0
98530;0
154754;1
231243;1
93473;0
58413;0
174221;1
346877;0
262350;1
137132;0
159254;0
96680;1
205517;0
73217;0
170571;1
67740;0
225827;0
336272;1
261499;0
373956;0
336229;1
140525;0
156714;1
307016;1
227288;1
108230;1
147967;0
94713;1
255815;0
316548;1
306997;0
27479;0
312635;1
378362;1
214047;1
205948;1
161192;0
201459;0
247256;1
179796;1
75670;1
268377;1
175759;0
10705;1
161659;1
218706;1
219621;0
284173;0
330686;0
148272;0
236582;1
23397;0
20110;0
122432;1
280134;0
26978;1
241484;1
96274;1
15707;0
153946;0
60727;1
281944;0
240075;0
157553;1
34500;1
141432;0
140599;1
138615;1
108203;1
271848;1
180942;1
227421;1
258927;1
370840;1
352308;1
313806;0
152655;0
10724;0
367432;1
74388;1
211838;1
117956;1
146290;1
210429;1
289935;1
266838;1
340373;0
371833;0
73555;1
109411;1
315614;1
124364;1
164056;1
59007;1
85299;0
81764;1
335543;1
192609;1
16735;0
174639;1
57064;0
170734;0
172847;0
76591;1
167462;1
168999;1
151439;1
98003;1
322377;0
66465;1
128559;1
27535;0
237343;1
64425;0
86083;1
26997;0
199811;1
216122;1
364935;1
143140;1
28366;1
322700;1
137300;1
226074;1
303949;1
166290;1
282924;1
94698;1
66664;1
128033;1
49187;0
298675;0
373270;1
380261;0
188303;1
109152;1
267683;0
315107;1
243817;1
166905;0
375638;1
322890;1
19016;0
164534;0
379461;1
225960;0
121903;0
362760;1
319030;1
362090;0
318716;1
56190;1
363536;0
213068;0
215277;1
61440;1
257236;1
43759;1
93251;1
168421;0
31052;0
315836;1
134740;1
104447;1
10997;0
307726;0
171553;0
288110;0
128583;1
33683;0
254258;0
273685;1
82548;1
217532;0
84984;1
369272;0
286006;0
284218;1
193200;1
187345;0
149300;0
120222;1
58806;1
255900;0
88551;0
55578;1
78304;1
339835;0
139905;1
5482;1
108500;1
131536;0
333046;1
223401;1
176208;1
361138;1
305015;1
149854;1
71642;1
359099;0
380050;0
364660;1
213717;0
157147;1
143772;0
197159;0
50532;0
78431;0
220373;1
311269;0
258127;1
294942;0
53862;1
252840;1
77339;1
285219;1
317016;1
266538;1
303543;0
192941;0
250230;0
257780;1
378881;0
339709;1
58207;1
14385;0
265748;0
77786;0
46004;0
207534;0
62816;0
339112;0
164798;0
229517;0
324833;1
324919;0
27825;1
230032;0
61039;0
60744;1
155660;0
165088;0
56287;1
276141;0
232634;1
79690;0
137027;0
146245;1
325110;1
65232;1
114115;1
39331;0
200627;0
321544;0
47319;1
63360;0
82167;0
189361;1
342846;0
188391;0
31204;0
244398;0
374866;0
238245;0
213657;1
170260;1
328503;0
194844;0
80743;1
73023;0
240864;1
155192;1
41437;1
231745;0
132594;0
346290;1
340737;1
59806;1
377023;0
247037;0
339699;0
373938;1
372166;1
21057;1
13255;0
26463;1
94618;0
175321;0
201718;0
354835;0
375003;1
194033;1
173378;1
363777;0
161852;1
10772;0
266769;1
363277;0
176186;1
278956;1
369105;1
351146;1
332675;1
350369;0
81749;1
354156;0
65604;0
112383;0
204104;1
118209;0
24794;1
299798;1
159391;0
201328;0
329041;0
157973;0
224924;0
325819;0
239678;0
172784;1
112073;1
157424;1
156746;0
115737;0
196125;0
117363;1
244156;0
203186;1
297138;1
206741;1
181231;0
361755;0
122055;1
280381;1
8346;1
326596;0
82996;0
92421;0
69983;1
58878;1
223560;0
266873;0
241205;0
98792;1
207574;1
318519;1
252074;1
276368;1
106083;0
201050;0
316910;1
56481;0
59303;1
300356;0
76110;1
336268;1
202195;0
299146;0
202885;1
380424;1
317407;1
47051;0
9575;1
143139;1
302438;1
365752;1
218242;1
257776;0
264652;0
337707;1
77202;0
312627;1
51677;0
266694;1
165064;1
303034;1
374101;0
181303;1
336098;0
239441;1
196530;1
317731;0
46520;0
154056;1
80114;0
46189;1
327759;0
343613;0
166801;0
365114;1
372463;1
255834;0
124271;0
55652;1
82995;1
223848;1
5078;0
129192;0
20126;1
59528;0
41118;0
187131;0
171264;1
70219;1
296843;0
219943;1
59448;0
11446;1
364457;1
40498;1
340266;0
281714;1
243660;1
363313;1
269607;1
138866;0
93743;0
164765;1
102333;0
228108;0
130375;1
222019;0
192931;1
242690;1
360166;1
230715;0
182086;1
380240;0
112382;0
78883;0
10364;1
178706;0
17108;1
114065;1
266644;0
160354;0
200716;1
270306;0
137321;1
86492;0
95421;0
43423;0
303423;1
40156;1
106537;1
354932;1
134229;1
278848;0
112735;0
137439;0
18361;0
351853;0
106489;0
55204;0
21308;0
155242;1
99395;0
224806;1
375897;0
286423;0
233357;1
195460;0
134710;0
144732;0
241820;1
345573;0
284682;0
9200;1
201243;0
149590;1
224094;1
337869;0
350854;1
236463;0
124798;0
169584;0
68279;0
114713;1
51550;0
93637;1
137760;1
360855;1
126737;0
250255;0
236806;0
379684;1
189473;1
42687;0
228257;0
248655;1
291571;0
113268;1
9833;0
279485;1
284794;1
17235;1
280332;0
725;0
138152;1
220180;1
376789;1
260872;0
133552;0
337449;0
94538;1
143599;1
362818;1
343843;1
147138;0
201420;1
98019;0
357750;1
136436;0
132801;0
160289;0
57082;1
134535;0
133499;0
294717;0
123124;0
291302;1
136866;1
309283;1
214882;1
255940;1
26594;1
169032;0
81104;0
133452;0
68601;1
13931;1
50134;1
44544;0
364243;0
31124;0
70227;0
362055;0
276694;1
166557;1
379269;0
237805;0
367095;1
325057;0
194122;0
294361;0
51332;1
84663;0
279531;1
30509;0
192818;1
355723;0
178745;1
285812;0
156432;0
159189;1
313947;0
59484;0
320207;0
133214;1
6377;0
12921;1
338174;1
298693;0
353928;0
70848;0
257038;0
90252;1
55419;0
328605;1
284418;1
290171;0
22482;1
367520;0
75925;0
202628;1
359752;1
214141;1
317429;0
7298;1
326451;0
283308;0
89370;1
221836;1
183516;1
244967;1
264613;0
375927;0
210965;1
151762;0
195734;0
325540;0
115122;1
267487;1
148598;0
41465;0
123931;1
364184;0
370728;1
121101;1
325991;0
148124;0
213427;0
350585;0
372541;1
160598;0
193782;1
55229;1
205492;1
28744;1
157297;1
49233;1
117748;1
120766;0
20810;0
67989;0
216280;1
155721;0
279555;1
29960;1
89505;0
359242;0
104679;0
321243;1
332555;1
97683;1
283868;0
350991;1
338261;1
70206;1
164102;0
102852;0
2021;1
199641;0
168134;1
186258;0
270392;1
224440;0
255889;1
308464;1
351866;0
307245;1
49861;0
4485;0
58020;1
95678;1
114421;1
89371;1
336861;1
43837;1
46904;0
147499;1
274119;1
6730;0
322914;1
132681;0
312376;0
290771;1
204623;1
207430;0
1138;1
356116;0
200521;0
